"pop" "depth" "cell.type" "cell.type.idx" "cell_type"
"cell423" "2_1" 0.577577577577578 "2_1_2" 2 "1"
"cell424" "2_1" 0.576576576576577 "2_1_2" 2 "1"
"cell425" "2_1" 0.575575575575576 "2_1_2" 2 "1"
"cell426" "2_1" 0.574574574574575 "2_1_2" 2 "1"
"cell427" "2_1" 0.573573573573574 "2_1_2" 2 "1"
"cell428" "2_1" 0.572572572572573 "2_1_2" 2 "1"
"cell429" "2_1" 0.571571571571572 "2_1_2" 2 "1"
"cell430" "2_1" 0.570570570570571 "2_1_2" 2 "1"
"cell431" "2_1" 0.56956956956957 "2_1_2" 2 "1"
"cell432" "2_1" 0.568568568568569 "2_1_2" 2 "1"
"cell433" "2_1" 0.567567567567568 "2_1_2" 2 "1"
"cell434" "2_1" 0.566566566566567 "2_1_2" 2 "1"
"cell435" "2_1" 0.565565565565566 "2_1_2" 2 "1"
"cell436" "2_1" 0.564564564564565 "2_1_2" 2 "1"
"cell437" "2_1" 0.563563563563564 "2_1_2" 2 "1"
"cell438" "2_1" 0.562562562562563 "2_1_2" 2 "1"
"cell439" "2_1" 0.561561561561562 "2_1_2" 2 "1"
"cell440" "2_1" 0.560560560560561 "2_1_2" 2 "1"
"cell441" "2_1" 0.55955955955956 "2_1_2" 2 "1"
"cell442" "2_1" 0.558558558558559 "2_1_2" 2 "1"
"cell443" "2_1" 0.557557557557558 "2_1_2" 2 "1"
"cell444" "2_1" 0.556556556556557 "2_1_2" 2 "1"
"cell445" "2_1" 0.555555555555556 "2_1_2" 2 "1"
"cell446" "2_1" 0.554554554554555 "2_1_2" 2 "1"
"cell447" "2_1" 0.553553553553554 "2_1_2" 2 "1"
"cell448" "2_1" 0.552552552552553 "2_1_2" 2 "1"
"cell449" "2_1" 0.551551551551552 "2_1_2" 2 "1"
"cell450" "2_1" 0.550550550550551 "2_1_2" 2 "1"
"cell451" "2_1" 0.54954954954955 "2_1_2" 2 "1"
"cell452" "2_1" 0.548548548548549 "2_1_2" 2 "1"
"cell453" "2_1" 0.547547547547548 "2_1_2" 2 "1"
"cell454" "2_1" 0.546546546546547 "2_1_2" 2 "1"
"cell455" "2_1" 0.545545545545546 "2_1_2" 2 "1"
"cell456" "2_1" 0.544544544544544 "2_1_2" 2 "1"
"cell457" "2_1" 0.543543543543544 "2_1_2" 2 "1"
"cell458" "2_1" 0.542542542542543 "2_1_2" 2 "1"
"cell459" "2_1" 0.541541541541542 "2_1_2" 2 "1"
"cell460" "2_1" 0.540540540540541 "2_1_2" 2 "1"
"cell461" "2_1" 0.539539539539539 "2_1_2" 2 "1"
"cell462" "2_1" 0.538538538538539 "2_1_2" 2 "1"
"cell463" "2_1" 0.537537537537538 "2_1_2" 2 "1"
"cell464" "2_1" 0.536536536536537 "2_1_2" 2 "1"
"cell465" "2_1" 0.535535535535536 "2_1_2" 2 "1"
"cell466" "2_1" 0.534534534534534 "2_1_2" 2 "1"
"cell467" "2_1" 0.533533533533533 "2_1_2" 2 "1"
"cell468" "2_1" 0.532532532532533 "2_1_2" 2 "1"
"cell469" "2_1" 0.531531531531532 "2_1_2" 2 "1"
"cell470" "2_1" 0.530530530530531 "2_1_2" 2 "1"
"cell471" "2_1" 0.529529529529529 "2_1_2" 2 "1"
"cell472" "2_1" 0.528528528528528 "2_1_2" 2 "1"
"cell473" "2_1" 0.527527527527528 "2_1_2" 2 "1"
"cell474" "2_1" 0.526526526526527 "2_1_2" 2 "1"
"cell475" "2_1" 0.525525525525526 "2_1_2" 2 "1"
"cell476" "2_1" 0.524524524524524 "2_1_2" 2 "1"
"cell477" "2_1" 0.523523523523523 "2_1_2" 2 "1"
"cell478" "2_1" 0.522522522522523 "2_1_2" 2 "1"
"cell479" "2_1" 0.521521521521522 "2_1_2" 2 "1"
"cell480" "2_1" 0.520520520520521 "2_1_2" 2 "1"
"cell481" "2_1" 0.519519519519519 "2_1_2" 2 "1"
"cell482" "2_1" 0.518518518518518 "2_1_2" 2 "1"
"cell483" "2_1" 0.517517517517518 "2_1_2" 2 "1"
"cell484" "2_1" 0.516516516516517 "2_1_2" 2 "1"
"cell485" "2_1" 0.515515515515516 "2_1_2" 2 "1"
"cell486" "2_1" 0.514514514514514 "2_1_2" 2 "1"
"cell487" "2_1" 0.513513513513513 "2_1_2" 2 "1"
"cell488" "2_1" 0.512512512512513 "2_1_2" 2 "1"
"cell489" "2_1" 0.511511511511512 "2_1_2" 2 "1"
"cell490" "2_1" 0.510510510510511 "2_1_2" 2 "1"
"cell491" "2_1" 0.509509509509509 "2_1_2" 2 "1"
"cell492" "2_1" 0.508508508508508 "2_1_2" 2 "1"
"cell493" "2_1" 0.507507507507508 "2_1_2" 2 "1"
"cell494" "2_1" 0.506506506506507 "2_1_2" 2 "1"
"cell495" "2_1" 0.505505505505506 "2_1_2" 2 "1"
"cell496" "2_1" 0.504504504504504 "2_1_2" 2 "1"
"cell497" "2_1" 0.503503503503503 "2_1_2" 2 "1"
"cell498" "2_1" 0.502502502502503 "2_1_2" 2 "1"
"cell499" "2_1" 0.501501501501502 "2_1_2" 2 "1"
"cell500" "2_1" 0.500500500500501 "2_1_2" 2 "1"
"cell501" "2_1" 0.4994994994995 "2_1_1" 1 "2"
"cell502" "2_1" 0.498498498498498 "2_1_1" 1 "2"
"cell503" "2_1" 0.497497497497497 "2_1_1" 1 "2"
"cell504" "2_1" 0.496496496496497 "2_1_1" 1 "2"
"cell505" "2_1" 0.495495495495495 "2_1_1" 1 "2"
"cell506" "2_1" 0.494494494494495 "2_1_1" 1 "2"
"cell507" "2_1" 0.493493493493493 "2_1_1" 1 "2"
"cell508" "2_1" 0.492492492492492 "2_1_1" 1 "2"
"cell509" "2_1" 0.491491491491491 "2_1_1" 1 "2"
"cell510" "2_1" 0.49049049049049 "2_1_1" 1 "2"
"cell511" "2_1" 0.48948948948949 "2_1_1" 1 "2"
"cell512" "2_1" 0.488488488488488 "2_1_1" 1 "2"
"cell513" "2_1" 0.487487487487487 "2_1_1" 1 "2"
"cell514" "2_1" 0.486486486486486 "2_1_1" 1 "2"
"cell515" "2_1" 0.485485485485485 "2_1_1" 1 "2"
"cell516" "2_1" 0.484484484484485 "2_1_1" 1 "2"
"cell517" "2_1" 0.483483483483483 "2_1_1" 1 "2"
"cell518" "2_1" 0.482482482482482 "2_1_1" 1 "2"
"cell519" "2_1" 0.481481481481481 "2_1_1" 1 "2"
"cell520" "2_1" 0.48048048048048 "2_1_1" 1 "2"
"cell521" "2_1" 0.479479479479479 "2_1_1" 1 "2"
"cell522" "2_1" 0.478478478478478 "2_1_1" 1 "2"
"cell523" "2_1" 0.477477477477477 "2_1_1" 1 "2"
"cell524" "2_1" 0.476476476476476 "2_1_1" 1 "2"
"cell525" "2_1" 0.475475475475475 "2_1_1" 1 "2"
"cell526" "2_1" 0.474474474474474 "2_1_1" 1 "2"
"cell527" "2_1" 0.473473473473473 "2_1_1" 1 "2"
"cell528" "2_1" 0.472472472472472 "2_1_1" 1 "2"
"cell529" "2_1" 0.471471471471471 "2_1_1" 1 "2"
"cell530" "2_1" 0.47047047047047 "2_1_1" 1 "2"
"cell531" "2_1" 0.469469469469469 "2_1_1" 1 "2"
"cell532" "2_1" 0.468468468468468 "2_1_1" 1 "2"
"cell533" "2_1" 0.467467467467467 "2_1_1" 1 "2"
"cell534" "2_1" 0.466466466466466 "2_1_1" 1 "2"
"cell535" "2_1" 0.465465465465465 "2_1_1" 1 "2"
"cell536" "2_1" 0.464464464464464 "2_1_1" 1 "2"
"cell537" "2_1" 0.463463463463463 "2_1_1" 1 "2"
"cell538" "2_1" 0.462462462462462 "2_1_1" 1 "2"
"cell539" "2_1" 0.461461461461461 "2_1_1" 1 "2"
"cell540" "2_1" 0.46046046046046 "2_1_1" 1 "2"
"cell541" "2_1" 0.459459459459459 "2_1_1" 1 "2"
"cell542" "2_1" 0.458458458458458 "2_1_1" 1 "2"
"cell543" "2_1" 0.457457457457457 "2_1_1" 1 "2"
"cell544" "2_1" 0.456456456456456 "2_1_1" 1 "2"
"cell545" "2_1" 0.455455455455455 "2_1_1" 1 "2"
"cell546" "2_1" 0.454454454454454 "2_1_1" 1 "2"
"cell547" "2_1" 0.453453453453453 "2_1_1" 1 "2"
"cell548" "2_1" 0.452452452452452 "2_1_1" 1 "2"
"cell549" "2_1" 0.451451451451451 "2_1_1" 1 "2"
"cell550" "2_1" 0.45045045045045 "2_1_1" 1 "2"
"cell551" "2_1" 0.449449449449449 "2_1_1" 1 "2"
"cell552" "2_1" 0.448448448448448 "2_1_1" 1 "2"
"cell553" "2_1" 0.447447447447447 "2_1_1" 1 "2"
"cell554" "2_1" 0.446446446446446 "2_1_1" 1 "2"
"cell555" "2_1" 0.445445445445445 "2_1_1" 1 "2"
"cell556" "2_1" 0.444444444444444 "2_1_1" 1 "2"
"cell557" "2_1" 0.443443443443443 "2_1_1" 1 "2"
"cell558" "2_1" 0.442442442442442 "2_1_1" 1 "2"
"cell559" "2_1" 0.441441441441441 "2_1_1" 1 "2"
"cell560" "2_1" 0.44044044044044 "2_1_1" 1 "2"
"cell561" "2_1" 0.439439439439439 "2_1_1" 1 "2"
"cell562" "2_1" 0.438438438438438 "2_1_1" 1 "2"
"cell563" "2_1" 0.437437437437437 "2_1_1" 1 "2"
"cell564" "2_1" 0.436436436436436 "2_1_1" 1 "2"
"cell565" "2_1" 0.435435435435435 "2_1_1" 1 "2"
"cell566" "2_1" 0.434434434434434 "2_1_1" 1 "2"
"cell567" "2_1" 0.433433433433433 "2_1_1" 1 "2"
"cell568" "2_1" 0.432432432432432 "2_1_1" 1 "2"
"cell569" "2_1" 0.431431431431431 "2_1_1" 1 "2"
"cell570" "2_1" 0.43043043043043 "2_1_1" 1 "2"
"cell571" "2_1" 0.429429429429429 "2_1_1" 1 "2"
"cell572" "2_1" 0.428428428428428 "2_1_1" 1 "2"
"cell573" "2_1" 0.427427427427427 "2_1_1" 1 "2"
"cell574" "2_1" 0.426426426426426 "2_1_1" 1 "2"
"cell575" "2_1" 0.425425425425425 "2_1_1" 1 "2"
"cell576" "2_1" 0.424424424424424 "2_1_1" 1 "2"
"cell577" "2_1" 0.423423423423423 "2_1_1" 1 "2"
"cell578" "2_1" 0.422422422422422 "2_1_1" 1 "2"
"cell579" "2_1" 0.421421421421421 "2_1_1" 1 "2"
"cell580" "2_1" 0.42042042042042 "2_1_1" 1 "2"
"cell581" "2_1" 0.419419419419419 "2_1_1" 1 "2"
"cell582" "2_1" 0.418418418418418 "2_1_1" 1 "2"
"cell583" "2_1" 0.417417417417417 "2_1_1" 1 "2"
"cell584" "2_1" 0.416416416416416 "2_1_1" 1 "2"
"cell585" "2_1" 0.415415415415415 "2_1_1" 1 "2"
"cell586" "2_1" 0.414414414414414 "2_1_1" 1 "2"
"cell587" "2_1" 0.413413413413413 "2_1_1" 1 "2"
"cell588" "2_1" 0.412412412412412 "2_1_1" 1 "2"
"cell589" "2_1" 0.411411411411411 "2_1_1" 1 "2"
"cell590" "2_1" 0.41041041041041 "2_1_1" 1 "2"
"cell591" "2_1" 0.409409409409409 "2_1_1" 1 "2"
"cell592" "2_1" 0.408408408408408 "2_1_1" 1 "2"
"cell593" "2_1" 0.407407407407407 "2_1_1" 1 "2"
"cell594" "2_1" 0.406406406406406 "2_1_1" 1 "2"
"cell595" "2_1" 0.405405405405405 "2_1_1" 1 "2"
"cell596" "2_1" 0.404404404404404 "2_1_1" 1 "2"
"cell597" "2_1" 0.403403403403403 "2_1_1" 1 "2"
"cell598" "2_1" 0.402402402402402 "2_1_1" 1 "2"
"cell599" "2_1" 0.401401401401401 "2_1_1" 1 "2"
"cell600" "2_1" 0.4004004004004 "2_1_1" 1 "2"
"cell601" "2_1" 0.399399399399399 "2_1_1" 1 "2"
"cell602" "2_1" 0.398398398398398 "2_1_1" 1 "2"
"cell603" "2_1" 0.397397397397397 "2_1_1" 1 "2"
"cell604" "2_1" 0.396396396396396 "2_1_1" 1 "2"
"cell605" "2_1" 0.395395395395395 "2_1_1" 1 "2"
"cell606" "2_1" 0.394394394394394 "2_1_1" 1 "2"
"cell607" "2_1" 0.393393393393393 "2_1_1" 1 "2"
"cell608" "2_1" 0.392392392392392 "2_1_1" 1 "2"
"cell609" "2_1" 0.391391391391391 "2_1_1" 1 "2"
"cell610" "2_1" 0.39039039039039 "2_1_1" 1 "2"
"cell611" "2_1" 0.389389389389389 "2_1_1" 1 "2"
"cell612" "2_1" 0.388388388388388 "2_1_1" 1 "2"
"cell613" "2_1" 0.387387387387387 "2_1_1" 1 "2"
"cell614" "2_1" 0.386386386386386 "2_1_1" 1 "2"
"cell615" "2_1" 0.385385385385385 "2_1_1" 1 "2"
"cell616" "2_1" 0.384384384384384 "2_1_1" 1 "2"
"cell617" "2_1" 0.383383383383383 "2_1_1" 1 "2"
"cell618" "2_1" 0.382382382382382 "2_1_1" 1 "2"
"cell619" "2_1" 0.381381381381381 "2_1_1" 1 "2"
"cell620" "2_1" 0.38038038038038 "2_1_1" 1 "2"
"cell621" "2_1" 0.379379379379379 "2_1_1" 1 "2"
"cell622" "2_1" 0.378378378378378 "2_1_1" 1 "2"
"cell623" "2_1" 0.377377377377377 "2_1_1" 1 "2"
"cell624" "2_1" 0.376376376376376 "2_1_1" 1 "2"
"cell625" "2_1" 0.375375375375375 "2_1_1" 1 "2"
"cell626" "2_1" 0.374374374374374 "2_1_1" 1 "2"
"cell627" "2_1" 0.373373373373373 "2_1_1" 1 "2"
"cell628" "2_1" 0.372372372372372 "2_1_1" 1 "2"
"cell629" "2_1" 0.371371371371371 "2_1_1" 1 "2"
"cell630" "2_1" 0.37037037037037 "2_1_1" 1 "2"
"cell631" "2_1" 0.369369369369369 "2_1_1" 1 "2"
"cell632" "2_1" 0.368368368368368 "2_1_1" 1 "2"
"cell633" "2_1" 0.367367367367367 "2_1_1" 1 "2"
"cell634" "2_1" 0.366366366366366 "2_1_1" 1 "2"
"cell635" "2_1" 0.365365365365365 "2_1_1" 1 "2"
"cell636" "2_1" 0.364364364364364 "2_1_1" 1 "2"
"cell637" "2_1" 0.363363363363363 "2_1_1" 1 "2"
"cell638" "2_1" 0.362362362362362 "2_1_1" 1 "2"
"cell639" "2_1" 0.361361361361361 "2_1_1" 1 "2"
"cell640" "2_1" 0.36036036036036 "2_1_1" 1 "2"
"cell641" "2_1" 0.359359359359359 "2_1_1" 1 "2"
"cell642" "2_1" 0.358358358358358 "2_1_1" 1 "2"
"cell643" "2_1" 0.357357357357357 "2_1_1" 1 "2"
"cell644" "2_1" 0.356356356356356 "2_1_1" 1 "2"
"cell645" "2_1" 0.355355355355355 "2_1_1" 1 "2"
"cell646" "2_1" 0.354354354354354 "2_1_1" 1 "2"
"cell647" "2_1" 0.353353353353353 "2_1_1" 1 "2"
"cell648" "2_1" 0.352352352352352 "2_1_1" 1 "2"
"cell649" "2_1" 0.351351351351351 "2_1_1" 1 "2"
"cell650" "2_1" 0.35035035035035 "2_1_1" 1 "2"
"cell651" "2_1" 0.349349349349349 "2_1_1" 1 "2"
"cell652" "2_1" 0.348348348348348 "2_1_1" 1 "2"
"cell653" "2_1" 0.347347347347347 "2_1_1" 1 "2"
"cell654" "2_1" 0.346346346346346 "2_1_1" 1 "2"
"cell655" "2_1" 0.345345345345345 "2_1_1" 1 "2"
"cell656" "2_1" 0.344344344344344 "2_1_1" 1 "2"
"cell657" "2_1" 0.343343343343343 "2_1_1" 1 "2"
"cell658" "2_1" 0.342342342342342 "2_1_1" 1 "2"
"cell659" "2_1" 0.341341341341341 "2_1_1" 1 "2"
"cell660" "2_1" 0.34034034034034 "2_1_1" 1 "2"
"cell661" "2_1" 0.339339339339339 "2_1_1" 1 "2"
"cell662" "2_1" 0.338338338338338 "2_1_1" 1 "2"
"cell663" "2_1" 0.337337337337337 "2_1_1" 1 "2"
"cell664" "2_1" 0.336336336336336 "2_1_1" 1 "2"
"cell665" "2_1" 0.335335335335335 "2_1_1" 1 "2"
"cell666" "2_1" 0.334334334334334 "2_1_1" 1 "2"
"cell667" "2_1" 0.333333333333333 "2_1_1" 1 "2"
"cell668" "2_1" 0.332332332332332 "2_1_1" 1 "2"
"cell669" "2_1" 0.331331331331331 "2_1_1" 1 "2"
"cell670" "2_1" 0.33033033033033 "2_1_1" 1 "2"
"cell671" "2_1" 0.329329329329329 "2_1_1" 1 "2"
"cell672" "2_1" 0.328328328328328 "2_1_1" 1 "2"
"cell673" "2_1" 0.327327327327327 "2_1_1" 1 "2"
"cell674" "2_1" 0.326326326326326 "2_1_1" 1 "2"
"cell675" "2_1" 0.325325325325325 "2_1_1" 1 "2"
"cell676" "2_1" 0.324324324324324 "2_1_1" 1 "2"
"cell677" "2_1" 0.323323323323323 "2_1_1" 1 "2"
"cell678" "2_1" 0.322322322322322 "2_1_1" 1 "2"
"cell679" "2_1" 0.321321321321321 "2_1_1" 1 "2"
"cell680" "2_1" 0.32032032032032 "2_1_1" 1 "2"
"cell681" "2_1" 0.319319319319319 "2_1_1" 1 "2"
"cell682" "2_1" 0.318318318318318 "2_1_1" 1 "2"
"cell683" "2_1" 0.317317317317317 "2_1_1" 1 "2"
"cell684" "2_1" 0.316316316316316 "2_1_1" 1 "2"
"cell685" "2_1" 0.315315315315315 "2_1_1" 1 "2"
"cell686" "2_1" 0.314314314314314 "2_1_1" 1 "2"
"cell687" "2_1" 0.313313313313313 "2_1_1" 1 "2"
"cell688" "2_1" 0.312312312312312 "2_1_1" 1 "2"
"cell689" "2_1" 0.311311311311311 "2_1_1" 1 "2"
"cell690" "2_1" 0.31031031031031 "2_1_1" 1 "2"
"cell691" "2_1" 0.309309309309309 "2_1_1" 1 "2"
"cell692" "2_1" 0.308308308308308 "2_1_1" 1 "2"
"cell693" "2_1" 0.307307307307307 "2_1_1" 1 "2"
"cell694" "2_1" 0.306306306306306 "2_1_1" 1 "2"
"cell695" "2_1" 0.305305305305305 "2_1_1" 1 "2"
"cell696" "2_1" 0.304304304304304 "2_1_1" 1 "2"
"cell697" "2_1" 0.303303303303303 "2_1_1" 1 "2"
"cell698" "2_1" 0.302302302302302 "2_1_1" 1 "2"
"cell699" "2_1" 0.301301301301301 "2_1_1" 1 "2"
"cell700" "2_1" 0.3003003003003 "2_1_1" 1 "2"
"cell701" "2_1" 0.299299299299299 "2_1_1" 1 "2"
"cell702" "2_1" 0.298298298298298 "2_1_1" 1 "2"
"cell703" "2_1" 0.297297297297297 "2_1_1" 1 "2"
"cell704" "2_1" 0.296296296296296 "2_1_1" 1 "2"
"cell705" "2_1" 0.295295295295295 "2_1_1" 1 "2"
"cell706" "2_1" 0.294294294294294 "2_1_1" 1 "2"
"cell707" "2_1" 0.293293293293293 "2_1_1" 1 "2"
"cell708" "2_1" 0.292292292292292 "2_1_1" 1 "2"
"cell709" "2_1" 0.291291291291291 "2_1_1" 1 "2"
"cell710" "2_1" 0.29029029029029 "2_1_1" 1 "2"
"cell711" "2_1" 0.289289289289289 "2_1_1" 1 "2"
"cell712" "2_1" 0.288288288288288 "2_1_1" 1 "2"
"cell713" "2_1" 0.287287287287287 "2_1_1" 1 "2"
"cell714" "2_1" 0.286286286286286 "2_1_1" 1 "2"
"cell715" "2_1" 0.285285285285285 "2_1_1" 1 "2"
"cell716" "2_1" 0.284284284284284 "2_1_1" 1 "2"
"cell717" "2_1" 0.283283283283283 "2_1_1" 1 "2"
"cell718" "2_1" 0.282282282282282 "2_1_1" 1 "2"
"cell719" "2_1" 0.281281281281281 "2_1_1" 1 "2"
"cell720" "2_1" 0.28028028028028 "2_1_1" 1 "2"
"cell721" "2_1" 0.279279279279279 "2_1_1" 1 "2"
"cell722" "2_1" 0.278278278278278 "2_1_1" 1 "2"
"cell723" "2_1" 0.277277277277277 "2_1_1" 1 "2"
"cell724" "2_1" 0.276276276276276 "2_1_1" 1 "2"
"cell725" "2_1" 0.275275275275275 "2_1_1" 1 "2"
"cell726" "2_1" 0.274274274274274 "2_1_1" 1 "2"
"cell727" "2_1" 0.273273273273273 "2_1_1" 1 "2"
"cell728" "2_1" 0.272272272272272 "2_1_1" 1 "2"
"cell729" "2_1" 0.271271271271271 "2_1_1" 1 "2"
"cell730" "2_1" 0.27027027027027 "2_1_1" 1 "2"
"cell731" "2_1" 0.269269269269269 "2_1_1" 1 "2"
"cell732" "2_1" 0.268268268268268 "2_1_1" 1 "2"
"cell733" "2_1" 0.267267267267267 "2_1_1" 1 "2"
"cell734" "2_1" 0.266266266266266 "2_1_1" 1 "2"
"cell735" "2_1" 0.265265265265265 "2_1_1" 1 "2"
"cell736" "2_1" 0.264264264264264 "2_1_1" 1 "2"
"cell737" "2_1" 0.263263263263263 "2_1_1" 1 "2"
"cell738" "2_1" 0.262262262262262 "2_1_1" 1 "2"
"cell739" "2_1" 0.261261261261261 "2_1_1" 1 "2"
"cell740" "2_1" 0.26026026026026 "2_1_1" 1 "2"
"cell741" "2_1" 0.259259259259259 "2_1_1" 1 "2"
"cell742" "2_1" 0.258258258258258 "2_1_1" 1 "2"
"cell743" "2_1" 0.257257257257257 "2_1_1" 1 "2"
"cell744" "2_1" 0.256256256256256 "2_1_1" 1 "2"
"cell745" "2_1" 0.255255255255255 "2_1_1" 1 "2"
"cell746" "2_1" 0.254254254254254 "2_1_1" 1 "2"
"cell747" "2_1" 0.253253253253253 "2_1_1" 1 "2"
"cell748" "2_1" 0.252252252252252 "2_1_1" 1 "2"
"cell749" "2_1" 0.251251251251251 "2_1_1" 1 "2"
"cell750" "2_1" 0.25025025025025 "2_1_1" 1 "2"
"cell751" "2_1" 0.249249249249249 "2_1_1" 1 "2"
"cell752" "2_1" 0.248248248248248 "2_1_1" 1 "2"
"cell753" "2_1" 0.247247247247247 "2_1_1" 1 "2"
"cell754" "2_1" 0.246246246246246 "2_1_1" 1 "2"
"cell755" "2_1" 0.245245245245245 "2_1_1" 1 "2"
"cell756" "2_1" 0.244244244244244 "2_1_1" 1 "2"
"cell757" "2_1" 0.243243243243243 "2_1_1" 1 "2"
"cell758" "2_1" 0.242242242242242 "2_1_1" 1 "2"
"cell759" "2_1" 0.241241241241241 "2_1_1" 1 "2"
"cell760" "2_1" 0.24024024024024 "2_1_1" 1 "2"
"cell761" "2_1" 0.239239239239239 "2_1_1" 1 "2"
"cell762" "2_1" 0.238238238238238 "2_1_1" 1 "2"
"cell763" "2_1" 0.237237237237237 "2_1_1" 1 "2"
"cell764" "2_1" 0.236236236236236 "2_1_1" 1 "2"
"cell765" "2_1" 0.235235235235235 "2_1_1" 1 "2"
"cell766" "2_1" 0.234234234234234 "2_1_1" 1 "2"
"cell767" "2_1" 0.233233233233233 "2_1_1" 1 "2"
"cell768" "2_1" 0.232232232232232 "2_1_1" 1 "2"
"cell769" "2_1" 0.231231231231231 "2_1_1" 1 "2"
"cell770" "2_1" 0.23023023023023 "2_1_1" 1 "2"
"cell771" "2_1" 0.229229229229229 "2_1_1" 1 "2"
"cell772" "2_1" 0.228228228228228 "2_1_1" 1 "2"
"cell773" "2_1" 0.227227227227227 "2_1_1" 1 "2"
"cell774" "2_1" 0.226226226226226 "2_1_1" 1 "2"
"cell775" "2_1" 0.225225225225225 "2_1_1" 1 "2"
"cell776" "2_1" 0.224224224224224 "2_1_1" 1 "2"
"cell777" "2_1" 0.223223223223223 "2_1_1" 1 "2"
"cell778" "2_1" 0.222222222222222 "2_1_1" 1 "2"
"cell779" "2_1" 0.221221221221221 "2_1_1" 1 "2"
"cell780" "2_1" 0.22022022022022 "2_1_1" 1 "2"
"cell781" "2_1" 0.219219219219219 "2_1_1" 1 "2"
"cell782" "2_1" 0.218218218218218 "2_1_1" 1 "2"
"cell783" "2_1" 0.217217217217217 "2_1_1" 1 "2"
"cell784" "2_1" 0.216216216216216 "2_1_1" 1 "2"
"cell785" "2_1" 0.215215215215215 "2_1_1" 1 "2"
"cell786" "2_1" 0.214214214214214 "2_1_1" 1 "2"
"cell787" "2_1" 0.213213213213213 "2_1_1" 1 "2"
"cell788" "2_1" 0.212212212212212 "2_1_1" 1 "2"
"cell789" "2_1" 0.211211211211211 "2_1_1" 1 "2"
"cell790" "2_1" 0.21021021021021 "2_1_1" 1 "2"
"cell791" "2_1" 0.209209209209209 "2_1_1" 1 "2"
"cell792" "2_1" 0.208208208208208 "2_1_1" 1 "2"
"cell793" "2_1" 0.207207207207207 "2_1_1" 1 "2"
"cell794" "2_1" 0.206206206206206 "2_1_1" 1 "2"
"cell795" "2_1" 0.205205205205205 "2_1_1" 1 "2"
"cell796" "2_1" 0.204204204204204 "2_1_1" 1 "2"
"cell797" "2_1" 0.203203203203203 "2_1_1" 1 "2"
"cell798" "2_1" 0.202202202202202 "2_1_1" 1 "2"
"cell799" "2_1" 0.201201201201201 "2_1_1" 1 "2"
"cell800" "2_1" 0.2002002002002 "2_1_1" 1 "2"
"cell801" "2_1" 0.199199199199199 "2_1_1" 1 "2"
"cell802" "2_1" 0.198198198198198 "2_1_1" 1 "2"
"cell803" "2_1" 0.197197197197197 "2_1_1" 1 "2"
"cell804" "2_1" 0.196196196196196 "2_1_1" 1 "2"
"cell805" "2_1" 0.195195195195195 "2_1_1" 1 "2"
"cell806" "2_1" 0.194194194194194 "2_1_1" 1 "2"
"cell807" "2_1" 0.193193193193193 "2_1_1" 1 "2"
"cell808" "2_1" 0.192192192192192 "2_1_1" 1 "2"
"cell809" "2_1" 0.191191191191191 "2_1_1" 1 "2"
"cell810" "2_1" 0.19019019019019 "2_1_1" 1 "2"
"cell811" "2_1" 0.189189189189189 "2_1_1" 1 "2"
"cell812" "2_1" 0.188188188188188 "2_1_1" 1 "2"
"cell813" "2_1" 0.187187187187187 "2_1_1" 1 "2"
"cell814" "2_1" 0.186186186186186 "2_1_1" 1 "2"
"cell815" "2_1" 0.185185185185185 "2_1_1" 1 "2"
"cell816" "2_1" 0.184184184184184 "2_1_1" 1 "2"
"cell817" "2_1" 0.183183183183183 "2_1_1" 1 "2"
"cell818" "2_1" 0.182182182182182 "2_1_1" 1 "2"
"cell819" "2_1" 0.181181181181181 "2_1_1" 1 "2"
"cell820" "2_1" 0.18018018018018 "2_1_1" 1 "2"
"cell821" "2_1" 0.179179179179179 "2_1_1" 1 "2"
"cell822" "2_1" 0.178178178178178 "2_1_1" 1 "2"
"cell823" "2_1" 0.177177177177177 "2_1_1" 1 "2"
"cell824" "2_1" 0.176176176176176 "2_1_1" 1 "2"
"cell825" "2_1" 0.175175175175175 "2_1_1" 1 "2"
"cell826" "2_1" 0.174174174174174 "2_1_1" 1 "2"
"cell827" "2_1" 0.173173173173173 "2_1_1" 1 "2"
"cell828" "2_1" 0.172172172172172 "2_1_1" 1 "2"
"cell829" "2_1" 0.171171171171171 "2_1_1" 1 "2"
"cell830" "2_1" 0.17017017017017 "2_1_1" 1 "2"
"cell831" "2_1" 0.169169169169169 "2_1_1" 1 "2"
"cell832" "2_1" 0.168168168168168 "2_1_1" 1 "2"
"cell833" "2_1" 0.167167167167167 "2_1_1" 1 "2"
"cell834" "2_1" 0.166166166166166 "2_1_1" 1 "2"
"cell835" "2_1" 0.165165165165165 "2_1_1" 1 "2"
"cell836" "2_1" 0.164164164164164 "2_1_1" 1 "2"
"cell837" "2_1" 0.163163163163163 "2_1_1" 1 "2"
"cell838" "2_1" 0.162162162162162 "2_1_1" 1 "2"
"cell839" "2_1" 0.161161161161161 "2_1_1" 1 "2"
"cell840" "2_1" 0.16016016016016 "2_1_1" 1 "2"
"cell841" "2_1" 0.159159159159159 "2_1_1" 1 "2"
"cell842" "2_1" 0.158158158158158 "2_1_1" 1 "2"
"cell843" "2_1" 0.157157157157157 "2_1_1" 1 "2"
"cell844" "2_1" 0.156156156156156 "2_1_1" 1 "2"
"cell845" "2_1" 0.155155155155155 "2_1_1" 1 "2"
